Thu Nov  3 03:09:46 2022
ÚJ!! - Samsung Galaxy S8 Plus fekete hátlap --- ragasztóval + védőfóliával – 3 perce,https://hardverapro.hu/apro/uj_samsung_galaxy_s8_plus_fekete_hatlap_ragasztova/hsz_1-50.html,https://cdn.rios.hu/dl/uad/2022-10/5767239/img_0676.JPG,1 500 Ft,False
"Dísztárcsa --- 14"", Versaco, GTX carbon, ezüst, ÚJ, bontatlan csomagolás – 4 perce",https://hardverapro.hu/apro/disztarcsa_14_versaco_gtx_carbon_ezust_uj_bontatla/hsz_1-50.html,https://cdn.rios.hu/dl/uad/2022-10/5767256/986304936_versaco-disztarcsa-garnitura-14-gtx-carb.jpg,Ingyenes,False
samsung en44-01013a monitor adapter (külső tápegység) – 1 órája,https://hardverapro.hu/apro/samsung_en44-01013a_monitor_adapter_kulso_tapegyse/hsz_1-50.html,https://cdn.rios.hu/dl/uad/2022-11/5787460/20221101_194335.jpg,3 000 Ft,False
Cserélném!! The Witcher 3 Nintendo Switch játékomat. – 1 órája,https://hardverapro.hu/apro/cserelnem_the_witcher_3_nintendo_switch_jatekomat_2/hsz_1-50.html,https://cdn.rios.hu/dl/uad/2022-11/5787721/img_20221010_225948.jpg,Csere,False
Mini Display Port Thunderbolt apa VGA DVI HDMI anya Apple MAC DP – 1 órája,https://hardverapro.hu/apro/mini_display_port_thunderbolt_apa_vga_dvi_hdmi_any_t13t/hsz_1-50.html,https://cdn.rios.hu/dl/uad/2022-11/5787364/vga_dvi_hdmi_to_minidpadapter_1_1_1_1_1_1_1_1_1_1.jpg,1 990 Ft,False
1m 2m 3m 5m 10m 20m TGreen HDMI DVI kábel kábelek v1.4 3D FullHD + Ethernet csatorna – 1 órája,https://hardverapro.hu/apro/1m_2m_3m_5m_10m_20m_tgreen_hdmi_dvi_kabel_kabelek_sshj/hsz_1-50.html,https://cdn.rios.hu/dl/uad/2022-11/5787356/tgreen_hdmi_4k_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,749 Ft,False
cat5 cat5e cat cat6 cat7 UTP FTP fali patch lengő kábelek és RJ45 RJ11 csatlakozók – 1 órája,https://hardverapro.hu/apro/cat5_cat5e_cat_cat6_cat7_utp_ftp_fali_patch_lengo_wweo/hsz_1-50.html,https://cdn.rios.hu/dl/uad/2022-10/5782017/1530543764459_b_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,449 Ft,False
ÚJ Infra távkioldó k canon nikon olympus sony pentax gépekhez ML-L3 RM-1 RM-2 RC-6 – 1 órája,https://hardverapro.hu/apro/uj_infra_tavkioldo_k_canon_nikon_olympus_sony_pent_o9oi/hsz_1-50.html,https://cdn.rios.hu/dl/uad/2022-10/5755120/taviranyitok_1_1_1.jpg,1 250 Ft,False
AMD Ryzen Processzorok! 5600X /5700X / 5800X / 5900X - Bontatlan - 36hó garancia! – 2 órája,https://hardverapro.hu/apro/amd_ryzen_processzorok_5600x_5800x_5900x_bontatlan_2/hsz_1-50.html,https://cdn.rios.hu/dl/uad/2022-10/5756578/qsnmr2ubbrhkcwebbzd4cn-1_1.jpg,111 Ft,False
ATI XPERT PLAY 4MB videókártya AGP – 2 órája,https://hardverapro.hu/apro/ati_xpert_play_4mb_videokartya_agp/hsz_1-50.html,https://cdn.rios.hu/dl/uad/2022-10/5774002/atirage1.jpg,2 200 Ft,False
